learning_rate,init_id,best_epoch,early_stop_time,train_acc,train_auc,test_acc,test_auc,avg_epoch_time,std_epoch_time
0.023357214690901212,1,54,380.406284177996,0.3953507818379463,0.700170223239557,0.3960830166617948,0.7005069725346453,5.943848190281187,0.42800911595464164
0.023357214690901212,2,48,343.61547563299246,0.28363575549795134,0.6242789185510682,0.2855890090616779,0.6239117634044038,5.924404752292974,0.42799507074257326
0.03792690190732246,0,44,319.0312702689989,0.27535747136048166,0.5914701796138808,0.2841274481145864,0.5966328836554191,5.907986486462943,0.42448132363461516
0.03792690190732246,1,53,374.9171921110101,0.23689271678233967,0.540232847708135,0.2306343174510377,0.536019173217247,5.951066541444605,0.42142338927133244
0.03792690190732246,2,42,307.1632326929903,0.2879003261142236,0.5855497126095666,0.2855890090616779,0.5811907164368465,5.906985244095967,0.4163062571937826
0.06158482110660261,0,44,320.02651452798455,0.2768626139309307,0.5621253515832135,0.26600409237065187,0.5537479042950233,5.9264169357034175,0.4377124564544765
0.06158482110660261,1,44,321.1434547170138,0.195334058031608,0.5005409731502459,0.19497223034200525,0.500294335322208,5.947101013278034,0.42202352196935555
0.06158482110660261,2,46,331.6252235550055,0.1909022493519525,0.5135118227848394,0.1891259865536393,0.5114121889131613,5.92187899205367,0.4288598896199967
0.1,0,44,322.870862941003,0.19550129609499123,0.5010852802783787,0.19672610347851505,0.5023838583811988,5.979090054463018,0.4033294310316413
0.1,1,55,387.4305269770084,0.19458148674638348,0.4998980208709557,0.19467991815258695,0.5000053520940103,5.96046964580013,0.4303257695083361
0.1,2,42,310.3965156639897,0.1948323438414583,0.4999904732899475,0.19467991815258695,0.4999803273528486,5.969163762769033,0.4115161846139035
